userId,fullVisitorId,visitId,visitNumber,f0_,visits,hits,pageviews,time_on_site,total_transactions,total_revenue,product_category,product_name,product_sku,product_price_valid,product_quantity,product_revenue,socialEngagementType
,0290333981372798422,1494872984,2,date,1,11,10,808,1,36.42,Apparel,Google Men's Bike Short Sleeve Tee Charcoal,GGOEGAAJ080615,19.49,1,19.49,Not Socially Engaged
,0290333981372798422,1494872984,2,date,1,11,10,808,1,36.42,Apparel,Google Women's Tee Grey,GGOEGALJ036413,16.93,1,16.93,Not Socially Engaged
,0395050647250429598,1494883109,2,date,1,12,12,633,1,53.66,Apparel,Google Women's Short Sleeve Badge Tee Navy,GGOEGALL074613,13.89,1,13.89,Not Socially Engaged
,0395050647250429598,1494883109,2,date,1,12,12,633,1,53.66,Apparel,Google Men's Short Sleeve Performance Badge Tee Navy,GGOEGAAL059013,17.39,1,17.39,Not Socially Engaged
,0395050647250429598,1494883109,2,date,1,12,12,633,1,53.66,Drinkware,Google 22 oz Water Bottle,GGOEGDHC018299,4.99,1,4.99,Not Socially Engaged
,0395050647250429598,1494883109,2,date,1,12,12,633,1,53.66,Apparel,Google Women's Performance Hero Tee Gunmetal,GGOEGALJ072913,17.39,1,17.39,Not Socially Engaged
,644061149609662421,1494853988,2,date,1,12,10,195,1,118.8,Office,YouTube Leatherette Notebook Combo,GGOEYOLR018699,5.9399999999999995,20,118.8,Not Socially Engaged
,5446026750047012560,1494871488,2,date,1,13,13,976,1,87.38,Apparel,Google Men's Vintage Badge Tee Black,GGOEGAAB033817,17.79,1,17.79,Not Socially Engaged
,5446026750047012560,1494871488,2,date,1,13,13,976,1,87.38,Apparel,Men's Weatherblock Shell Jacket Black,GGOEGADB056618,69.59,1,69.59,Not Socially Engaged
,0754276461062540121,1494870769,2,date,1,13,13,372,1,29.38,Apparel,Android Men's Pep Rally Short Sleeve Tee Navy,GGOEAAAL081117,14.69,1,14.69,Not Socially Engaged
,0754276461062540121,1494870769,2,date,1,13,13,372,1,29.38,Apparel,Android Men's Take Charge Short Sleeve Tee Purple,GGOEAAAP081217,14.69,1,14.69,Not Socially Engaged
,1008230340188426455,1494857623,1,date,1,15,13,470,1,13.99,Drinkware,Android Rise 14 oz Mug,GGOEADWQ015699,13.99,1,13.99,Not Socially Engaged
,3813481911022270064,1494911492,1,date,1,16,15,410,1,18.99,Apparel,Google Men's Bike Short Sleeve Tee Charcoal,GGOEGAAJ080615,18.99,1,18.99,Not Socially Engaged
,9575170126084021202,1494902130,1,date,1,17,13,337,1,25.99,Headgear,Google 5-Panel Snapback Cap,GGOEGHPB080410,25.99,1,25.99,Not Socially Engaged
,374253765923087294,1494882269,6,date,1,18,14,459,1,11.78,Office,Android Sticker Sheet Ultra Removable,GGOEAFKQ020599,5.89,1,5.89,Not Socially Engaged
,374253765923087294,1494882269,6,date,1,18,14,459,1,11.78,Office,Google Laptop and Cell Phone Stickers,GGOEGFKQ020399,5.89,1,5.89,Not Socially Engaged
,0985098225619885190,1494870881,22,date,1,19,15,352,1,42.21,Apparel,Google Women's Vintage Hero Tee Lavender,GGOEGALP034314,11.296666,1,11.296666,Not Socially Engaged
,0985098225619885190,1494870881,22,date,1,19,15,352,1,42.21,Apparel,Google Men's 100% Cotton Short Sleeve Hero Tee Red,GGOEGAAR010714,14.256666,1,14.256666,Not Socially Engaged
,0985098225619885190,1494870881,22,date,1,19,15,352,1,42.21,Apparel,Google Men's Bike Short Sleeve Tee Charcoal,GGOEGAAJ080614,16.656666,1,16.656666,Not Socially Engaged
,7871079031879063569,1494885090,1,date,1,19,16,263,1,57.83,Office,Google Laptop and Cell Phone Stickers,GGOEGFKQ020399,3.401764705882353,17,57.83,Not Socially Engaged
,3076174797058833907,1494877902,10,date,1,19,15,388,1,316.31,Electronics,Compact Bluetooth Speaker,GGOEGEVJ023999,45.39,2,90.78,Not Socially Engaged
,3076174797058833907,1494877902,10,date,1,19,15,388,1,316.31,Bags,Large Zipper Top Tote Bag,GGOEGBJB022599,28.59,2,57.18,Not Socially Engaged
,3076174797058833907,1494877902,10,date,1,19,15,388,1,316.31,Backpacks,Google Laptop Tech Backpack,GGOEGBRB073899,38.99,2,77.98,Not Socially Engaged
,3076174797058833907,1494877902,10,date,1,19,15,388,1,316.31,Electronics,Google 4400mAh Power Bank,GGOEGEHQ072599,30.99,2,61.98,Not Socially Engaged
,3076174797058833907,1494877902,10,date,1,19,15,388,1,316.31,Apparel,Google Baby Essentials Set,GGOEGAWQ062948,28.39,1,28.39,Not Socially Engaged
,3807311238107119540,1494878601,1,date,1,19,17,550,1,44.98,Apparel,Google Men's Short Sleeve Hero Tee Heather,GGOEGAAJ073415,21.99,1,21.99,Not Socially Engaged
,3807311238107119540,1494878601,1,date,1,19,17,550,1,44.98,Apparel,Android Men's Engineer Short Sleeve Tee Charcoal,GGOEAAAJ080815,22.99,1,22.99,Not Socially Engaged
,3845852396426162446,1494891569,1,date,1,20,18,659,1,36.99,Electronics,Google Water Resistant Bluetooth Speaker,GGOEGEVR014999,36.99,1,36.99,Not Socially Engaged
,8544910212244329397,1494877789,1,date,1,20,20,537,1,20.59,Apparel,Google Toddler Short Sleeve Tee White,GGOEGAXQ067129,20.59,1,20.59,Not Socially Engaged
,833073323421806487,1494860893,2,date,1,20,17,211,1,45.79,Apparel,Google Men's  Zip Hoodie,GGOEGAFB035815,45.79,1,45.79,Not Socially Engaged
,6436454707480049919,1494878147,2,date,1,21,19,675,1,78.18,Apparel,Google Men's 100% Cotton Short Sleeve Hero Tee White,GGOEGAAQ010414,15.09,1,15.09,Not Socially Engaged
,6436454707480049919,1494878147,2,date,1,21,19,675,1,78.18,Apparel,Google Men's Watershed Full Zip Hoodie Grey,GGOEGADJ056814,63.09,1,63.09,Not Socially Engaged
,8845818020104828876,1494861952,5,date,1,21,15,406,1,191.47,Drinkware,24 oz YouTube Sergeant Stripe Bottle,GGOEYDHJ019399,6.5455555333333333,15,98.183333,Not Socially Engaged
,8845818020104828876,1494861952,5,date,1,21,15,406,1,191.47,Office,YouTube Custom Decals,GGOEYFKQ020699,2.3677776666666666,3,7.103333,Not Socially Engaged
,8845818020104828876,1494861952,5,date,1,21,15,406,1,191.47,Office,YouTube Leatherette Notebook Combo,GGOEYOLR018699,5.7455555333333335,15,86.183333,Not Socially Engaged
,63411837669447330,1494877538,1,date,1,23,17,777,1,16.97,Office,Android Sticker Sheet Ultra Removable,GGOEAFKQ020599,5.99,1,5.99,Not Socially Engaged
,63411837669447330,1494877538,1,date,1,23,17,777,1,16.97,Office,8 pc Android Sticker Sheet,GGOEAFKQ020499,4.99,1,4.99,Not Socially Engaged
,63411837669447330,1494877538,1,date,1,23,17,777,1,16.97,Office,Google Laptop and Cell Phone Stickers,GGOEGFKQ020399,5.99,1,5.99,Not Socially Engaged
,8053221637100558472,1494904249,4,date,1,23,20,331,1,14.59,Apparel,Google Men's 100% Cotton Short Sleeve Hero Tee White,GGOEGAAQ010415,14.59,1,14.59,Not Socially Engaged
,5130136663096173309,1494870643,1,date,1,23,23,410,1,16.99,Apparel,Google Men's Bike Short Sleeve Tee Charcoal,GGOEGAAJ080614,16.99,1,16.99,Not Socially Engaged
,7321815150833739774,1494888566,1,date,1,23,22,1137,1,22.99,Apparel,Google Men's Bike Short Sleeve Tee Charcoal,GGOEGAAJ080616,22.99,1,22.99,Not Socially Engaged
,2402527199731150932,1494908899,29,date,1,24,20,711,1,234.54,Drinkware,Google 22 oz Water Bottle,GGOEGDHC018299,2.4660869565217389,23,56.72,Not Socially Engaged
,2402527199731150932,1494908899,29,date,1,24,20,711,1,234.54,Drinkware,Google 22 oz Water Bottle,GGOEGDHR018499,2.4660869565217389,23,56.72,Not Socially Engaged
,2402527199731150932,1494908899,29,date,1,24,20,711,1,234.54,Electronics,Recycled Mouse Pad,GGOEGODR017799,1.2388888888888889,45,55.75,Not Socially Engaged
,2402527199731150932,1494908899,29,date,1,24,20,711,1,234.54,Office,Badge Holder,GGOEGOXQ016399,1.6337499999999998,40,65.35,Not Socially Engaged
,1152867987950849273,1494873477,2,date,1,26,22,399,1,97.58,Apparel,Google Men's  Zip Hoodie,GGOEGAFB035814,48.79,2,97.58,Not Socially Engaged
,1152867987950849273,1494871065,1,date,1,28,23,342,1,97.58,Apparel,Google Men's  Zip Hoodie,GGOEGAFB035814,48.79,2,97.58,Not Socially Engaged
,9104422787977218572,1494907903,1,date,1,29,23,535,1,27.19,Apparel,Google Onesie Green,GGOEGAWH061349,27.19,1,27.19,Not Socially Engaged
,4959410280892365122,1494871607,1,date,1,29,24,682,1,248.46,Google,Google 17 oz Double Wall Stainless Steel Insulated Bottle,GGOEGDHJ082599,20.228095142857143,7,141.596666,Not Socially Engaged
,4959410280892365122,1494871607,1,date,1,29,24,682,1,248.46,Notebooks & Journals,YouTube Hard Cover Journal,GGOEYOCR077799,12.228095142857143,7,85.596666,Not Socially Engaged
,4959410280892365122,1494871607,1,date,1,29,24,682,1,248.46,Office,Gel Roller Pen,GGOEGOAQ015999,3.0380951428571428,7,21.266666,Not Socially Engaged
,0324564641241038377,1494858999,10,date,1,31,21,535,1,83.85,Bags,Sport Bag,GGOEGBMJ013399,5.0990908,5,25.495454,Not Socially Engaged
,0324564641241038377,1494858999,10,date,1,31,21,535,1,83.85,Drinkware,Google 22 oz Water Bottle,GGOEGDHC018299,3.262727,2,6.525454,Not Socially Engaged
,0324564641241038377,1494858999,10,date,1,31,21,535,1,83.85,Drinkware,Google 22 oz Water Bottle,GGOEGDHR018499,3.262727,2,6.525454,Not Socially Engaged
,0324564641241038377,1494858999,10,date,1,31,21,535,1,83.85,Lifestyle,Google Sunglasses,GGOEGHGC019799,3.772727,2,7.545454,Not Socially Engaged
,0324564641241038377,1494858999,10,date,1,31,21,535,1,83.85,Lifestyle,Google Sunglasses,GGOEGHGR019499,3.772727,2,7.545454,Not Socially Engaged
,0324564641241038377,1494858999,10,date,1,31,21,535,1,83.85,Lifestyle,Google Sunglasses,GGOEGHGT019599,3.772727,2,7.545454,Not Socially Engaged
,0324564641241038377,1494858999,10,date,1,31,21,535,1,83.85,Office,Android Sticker Sheet Ultra Removable,GGOEAFKQ020599,3.535454,1,3.535454,Not Socially Engaged
,0324564641241038377,1494858999,10,date,1,31,21,535,1,83.85,Office,Google Laptop and Cell Phone Stickers,GGOEGFKQ020399,3.535454,1,3.535454,Not Socially Engaged
,0324564641241038377,1494858999,10,date,1,31,21,535,1,83.85,Office,Colored Pencil Set,GGOEGOBG023599,3.262727,2,6.525454,Not Socially Engaged
,0324564641241038377,1494858999,10,date,1,31,21,535,1,83.85,Office,Recycled Paper Journal Set,GGOEGOCC017599,4.535454,1,4.535454,Not Socially Engaged
,0324564641241038377,1494858999,10,date,1,31,21,535,1,83.85,Office,Recycled Paper Journal Set,GGOEGOCR017899,4.535454,1,4.535454,Not Socially Engaged
,0075449012662152580,1494857068,5,date,1,31,26,768,1,42.62,Apparel,Google Women's Vintage Hero Tee Black,GGOEGALB034116,12.63,1,12.63,Not Socially Engaged
,0075449012662152580,1494857068,5,date,1,31,26,768,1,42.62,Lifestyle,Google Executive Umbrella,GGOEGCVB072399,29.99,1,29.99,Not Socially Engaged
,5081913244411982383,1494865581,2,date,1,31,23,460,1,76.62,Apparel,Google Men's Lightweight Microfleece Jacket Black,GGOEGADB057316,62.99,1,62.99,Not Socially Engaged
,5081913244411982383,1494865581,2,date,1,31,23,460,1,76.62,Apparel,Google Men's Vintage Badge Tee Black,GGOEGAAB033816,13.63,1,13.63,Not Socially Engaged
,5323620141964404346,1494871530,2,date,1,32,22,528,1,745.48,Google,Google 17 oz Double Wall Stainless Steel Insulated Bottle,GGOEGDHJ082599,20.14,8,161.12,Not Socially Engaged
,5323620141964404346,1494871530,2,date,1,32,22,528,1,745.48,Drinkware,Google 17oz Stainless Steel Sport Bottle,GGOEGDHC074099,15.323333333333332,9,137.91,Not Socially Engaged
,5323620141964404346,1494871530,2,date,1,32,22,528,1,745.48,Bags,Sport Bag,GGOEGBMJ013399,4.0605882352941176,17,69.03,Not Socially Engaged
,5323620141964404346,1494871530,2,date,1,32,22,528,1,745.48,Notebooks & Journals,Google Hard Cover Journal,GGOEGOCL077699,12.060588235294118,17,205.03,Not Socially Engaged
,5323620141964404346,1494871530,2,date,1,32,22,528,1,745.48,Office,Leather and Metal Ballpoint Pen,GGOEGOAB016099,10.140588235294118,17,172.39,Not Socially Engaged
,7898871805036704666,1494899326,1,date,1,32,30,878,1,58.2,Apparel,Android Men's Short Sleeve Hero Tee Heather,GGOEAAAJ031915,11.13,1,11.13,Not Socially Engaged
,7898871805036704666,1494899326,1,date,1,32,30,878,1,58.2,Apparel,Google Men's 100% Cotton Short Sleeve Hero Tee White,GGOEGAAQ010415,14.09,1,14.09,Not Socially Engaged
,7898871805036704666,1494899326,1,date,1,32,30,878,1,58.2,Apparel,Android BTTF Cosmos Graphic Tee,GGOEAAAB034815,16.49,1,16.49,Not Socially Engaged
,7898871805036704666,1494899326,1,date,1,32,30,878,1,58.2,Apparel,Google Men's Bike Short Sleeve Tee Charcoal,GGOEGAAJ080615,16.49,1,16.49,Not Socially Engaged
,4561220792335536422,1494902923,4,date,1,45,25,1501,1,174.66,Drinkware,26 oz Double Wall Insulated Bottle,GGOEGDHQ015399,20.104285714285712,7,140.73,Not Socially Engaged
,4561220792335536422,1494902923,4,date,1,45,25,1501,1,174.66,Lifestyle,Google Sunglasses,GGOEGHGC019799,3.0666666666666664,3,9.2,Not Socially Engaged
,4561220792335536422,1494902923,4,date,1,45,25,1501,1,174.66,${productitem.product.origCatName},Google Sunglasses,GGOEGHGR019499,3.2,2,6.4,Not Socially Engaged
,4561220792335536422,1494902923,4,date,1,45,25,1501,1,174.66,${productitem.product.origCatName},Google Sunglasses,GGOEGHGT019599,3.2,2,6.4,Not Socially Engaged
,4561220792335536422,1494902923,4,date,1,45,25,1501,1,174.66,Office,YouTube Custom Decals,GGOEYFKQ020699,1.7042857142857142,7,11.93,Not Socially Engaged
,2348681849763325965,1494888331,4,date,1,70,40,1295,1,292.99,Office,Leatherette Journal,GGOEGOCB017499,8.89,10,88.9,Not Socially Engaged
,2348681849763325965,1494888331,4,date,1,70,40,1295,1,292.99,Office,Metal Texture Roller Pen,GGOEGOAB021499,16.43,5,82.15,Not Socially Engaged
,2348681849763325965,1494888331,4,date,1,70,40,1295,1,292.99,Office,Satin Black Ballpoint Pen,GGOEGOAB022499,22.59,5,112.95,Not Socially Engaged
,2348681849763325965,1494888331,4,date,1,70,40,1295,1,292.99,Bags,Google Tote Bag,GGOEGBJC014399,8.99,1,8.99,Not Socially Engaged
,4636131731638181227,1494880952,2,date,1,30,14,664,1,20.19,Drinkware,Google 25 oz Red Stainless Steel Bottle,GGOEGDHR082199,20.19,1,20.19,Not Socially Engaged
,2796082769378041079,1497128328,3,date,1,12,12,313,1,18.19,Apparel,Google Men's Short Sleeve Hero Tee Light Blue,GGOEGAAC032115,18.19,1,18.19,Not Socially Engaged
,1514012509293129940,1497113000,1,date,1,15,15,489,1,19.19,Apparel,YouTube Men's Short Sleeve Hero Tee Charcoal,GGOEYAAJ032514,19.19,1,19.19,Not Socially Engaged
,6933058408282272884,1497138884,1,date,1,20,17,704,1,110.69,Apparel,Google Men's Short Sleeve Performance Badge Tee Navy,GGOEGAAL059013,14.976666,1,14.976666,Not Socially Engaged
,6933058408282272884,1497138884,1,date,1,20,17,704,1,110.69,Apparel,Google Men's Quilted Insulated Vest Black,GGOEGADB059613,62.656666,1,62.656666,Not Socially Engaged
,6933058408282272884,1497138884,1,date,1,20,17,704,1,110.69,Apparel,Google Toddler Hoodie Royal Blue,GGOEGAXC065630,33.056666,1,33.056666,Not Socially Engaged
,7939552270525180888,1497118291,1,date,1,21,18,741,2,22.86,Apparel,Google Twill Cap,GGOEGHPB071610,12.79,1,12.79,Not Socially Engaged
,7939552270525180888,1497118291,1,date,1,21,18,741,2,22.86,Office,Leather and Metal Ballpoint Pen,GGOEGOAB016099,14.07,1,14.07,Not Socially Engaged
,633090494027651510,1497120419,2,date,1,24,24,793,1,57.97,Apparel,Google Men's 100% Cotton Short Sleeve Hero Tee Black,GGOEGAAB010515,17.323333,1,17.323333,Not Socially Engaged
,633090494027651510,1497120419,2,date,1,24,24,793,1,57.97,Apparel,Google Men's Bike Short Sleeve Tee Charcoal,GGOEGAAJ080613,20.323333,1,20.323333,Not Socially Engaged
,633090494027651510,1497120419,2,date,1,24,24,793,1,57.97,Apparel,Android BTTF Moonshot Graphic Tee,GGOEAAAB034913,20.323333,1,20.323333,Not Socially Engaged
,6095240958469403590,1497124949,4,date,1,26,20,512,1,33.22,Apparel,Google Men's 100% Cotton Short Sleeve Hero Tee White,GGOEGAAQ010417,18.09,1,18.09,Not Socially Engaged
,6095240958469403590,1497124949,4,date,1,26,20,512,1,33.22,Apparel,Google Men's Vintage Badge Tee Black,GGOEGAAB033817,15.13,1,15.13,Not Socially Engaged
,1758112154920698235,1497132089,6,date,1,27,19,524,1,65.15,Drinkware,Foam Can and Bottle Cooler,GGOEGFYQ016599,1.84,2,3.68,Not Socially Engaged
,1758112154920698235,1497132089,6,date,1,27,19,524,1,65.15,Drinkware,20 oz Stainless Steel Insulated Tumbler,GGOEGDHQ014899,20.49,1,20.49,Not Socially Engaged
,1758112154920698235,1497132089,6,date,1,27,19,524,1,65.15,Drinkware,26 oz Double Wall Insulated Bottle,GGOEGDHQ015399,20.49,1,20.49,Not Socially Engaged
,1758112154920698235,1497132089,6,date,1,27,19,524,1,65.15,Google,Google 17 oz Double Wall Stainless Steel Insulated Bottle,GGOEGDHJ082599,20.49,1,20.49,Not Socially Engaged
,9692965964258784311,1497099132,1,date,1,35,26,1197,1,95.15,Apparel,Android Onesie Gold,GGOEAAWT061749,19.99,1,19.99,Not Socially Engaged
,9692965964258784311,1497099132,1,date,1,35,26,1197,1,95.15,Apparel,YouTube Youth Short Sleeve Tee Red,GGOEYAYR068625,15.99,1,15.99,Not Socially Engaged
,9692965964258784311,1497099132,1,date,1,35,26,1197,1,95.15,Apparel,Android Youth Short Sleeve T-shirt Aqua,GGOEAAYC068725,15.99,1,15.99,Not Socially Engaged
,9692965964258784311,1497099132,1,date,1,35,26,1197,1,95.15,Apparel,Google Women's Colorblock Tee White,GGOEGALQ058116,28.79,1,28.79,Not Socially Engaged
,9692965964258784311,1497099132,1,date,1,35,26,1197,1,95.15,Apparel,Android Infant Short Sleeve Tee Pink,GGOEAAWN062648,14.39,1,14.39,Not Socially Engaged
,0207758697026045863,1497086709,2,date,1,52,40,1103,1,73.24,Apparel,Google Men's Vintage Badge Tee Black,GGOEGAAB033814,12.13,1,12.13,Not Socially Engaged
,0207758697026045863,1497086709,2,date,1,52,40,1103,1,73.24,Apparel,Google Men's Vintage Badge Tee Sage,GGOEGAAH034014,12.13,1,12.13,Not Socially Engaged
,0207758697026045863,1497086709,2,date,1,52,40,1103,1,73.24,Apparel,Google Men's Short Sleeve Badge Tee Charcoal,GGOEGAAJ032614,16.69,1,16.69,Not Socially Engaged
,0207758697026045863,1497086709,2,date,1,52,40,1103,1,73.24,Apparel,Google Men's Short Sleeve Performance Badge Tee Charcoal,GGOEGAAJ057014,32.29,1,32.29,Not Socially Engaged
,1350238261946976509,1497116687,1,date,1,55,40,877,1,18.97,Office,YouTube Leatherette Notebook Combo,GGOEYOLR018699,7.323333,1,7.323333,Not Socially Engaged
,1350238261946976509,1497116687,1,date,1,55,40,877,1,18.97,Office,YouTube Custom Decals,GGOEYFKQ020699,2.323333,1,2.323333,Not Socially Engaged
,1350238261946976509,1497116687,1,date,1,55,40,877,1,18.97,Fun,YouTube Luggage Tag,GGOEYOBR078599,9.323333,1,9.323333,Not Socially Engaged
,3836209289653625827,1496607992,2,date,1,11,11,276,1,14.19,Apparel,Android Men's Pep Rally Short Sleeve Tee Navy,GGOEAAAL081115,14.19,1,14.19,Not Socially Engaged
,656429934624637021,1496603902,9,date,1,14,11,602,1,28.99,Drinkware,20 oz Stainless Steel Insulated Tumbler,GGOEGDHQ014899,28.99,1,28.99,Not Socially Engaged
,6407020613319085956,1496636340,3,date,1,15,15,261,1,24.78,Drinkware,Red Shine 15 oz Mug,GGOEGDWR015799,12.39,2,24.78,Not Socially Engaged
,0992883166330459343,1496616959,1,date,1,16,15,774,1,24.99,Apparel,Google Men's 100% Cotton Short Sleeve Hero Tee Red,GGOEGAAR010715,24.99,1,24.99,Not Socially Engaged
,467904620717928287,1496632517,2,date,1,20,17,476,1,14.59,Apparel,YouTube Men's Short Sleeve Hero Tee Black,GGOEYAAB031817,14.59,1,14.59,Not Socially Engaged
,116147939572219012,1496629856,2,date,1,23,18,360,1,87.8,Office,Rubber Grip Ballpoint Pen 4 Pack,GGOEGOAA017199,5.39,10,53.9,Not Socially Engaged
,116147939572219012,1496629856,2,date,1,23,18,360,1,87.8,Office,Google Laptop and Cell Phone Stickers,GGOEGFKQ020399,3.3899999999999997,10,33.9,Not Socially Engaged
,7368502516910628581,1496600931,1,date,1,25,21,1008,1,19.99,Headgear,Google Blackout Cap,GGOEGHPJ080310,19.99,1,19.99,Not Socially Engaged
,8496641076182253278,1496596215,1,date,1,26,23,937,1,34.58,${productitem.product.origCatName},Google Men's Vintage Badge Tee Black,GGOEGAAB033813,17.29,2,34.58,Not Socially Engaged
,7351811396250801209,1496624904,1,date,1,32,23,590,1,83.29,Bags,Collapsible Shopping Bag,GGOEGBJC019999,4.115,8,32.92,Not Socially Engaged
,7351811396250801209,1496624904,1,date,1,32,23,590,1,83.29,Apparel,Google Toddler Short Sleeve Tee Red,GGOEGAXR065130,14.59,1,14.59,Not Socially Engaged
,7351811396250801209,1496624904,1,date,1,32,23,590,1,83.29,Apparel,Google Toddler Short Sleeve T-shirt Royal Blue,GGOEGAXC065230,14.59,1,14.59,Not Socially Engaged
,7351811396250801209,1496624904,1,date,1,32,23,590,1,83.29,Headgear,Google Blackout Cap,GGOEGHPJ080310,16.19,1,16.19,Not Socially Engaged
,7351811396250801209,1496624904,1,date,1,32,23,590,1,83.29,Office,Ballpoint LED Light Pen,GGOEGOAQ012899,2.5,2,5.0,Not Socially Engaged
,707924884126013523,1496634869,9,date,1,44,38,1092,1,56.17,Apparel,Google Men's Short Sleeve Hero Tee Heather,GGOEGAAJ073417,16.856666,1,16.856666,Not Socially Engaged
,707924884126013523,1496634869,9,date,1,44,38,1092,1,56.17,Apparel,Google Men's Bike Short Sleeve Tee Charcoal,GGOEGAAJ080617,17.656666,1,17.656666,Not Socially Engaged
,707924884126013523,1496634869,9,date,1,44,38,1092,1,56.17,Drinkware,26 oz Double Wall Insulated Bottle,GGOEGDHQ015399,21.656666,1,21.656666,Not Socially Engaged
,6249334762900875907,1496627768,1,date,1,51,37,1767,1,113.18,Apparel,Google Women's Short Sleeve Hero Tee Black,GGOEGAEB027813,15.09,1,15.09,Not Socially Engaged
,6249334762900875907,1496627768,1,date,1,51,37,1767,1,113.18,Apparel,Google Women's Vintage Hero Tee Lavender,GGOEGALP034313,12.13,1,12.13,Not Socially Engaged
,6249334762900875907,1496627768,1,date,1,51,37,1767,1,113.18,Apparel,Android Women's Long Sleeve Blended Cardigan Grey,GGOEAAEJ030913,18.29,1,18.29,Not Socially Engaged
,6249334762900875907,1496627768,1,date,1,51,37,1767,1,113.18,Apparel,Google Men's Bike Short Sleeve Tee Charcoal,GGOEGAAJ080614,17.49,1,17.49,Not Socially Engaged
,6249334762900875907,1496627768,1,date,1,51,37,1767,1,113.18,Apparel,Google Men's  Zip Hoodie,GGOEGAFB035814,46.29,1,46.29,Not Socially Engaged
,6249334762900875907,1496627768,1,date,1,51,37,1767,1,113.18,Office,Google Laptop and Cell Phone Stickers,GGOEGFKQ020399,3.89,1,3.89,Not Socially Engaged
,9320164337521602239,1496612546,1,date,1,57,40,692,1,99.57,Bags,Suitcase Organizer Cubes,GGOEGCMB020932,18.256666,1,18.256666,Not Socially Engaged
,9320164337521602239,1496612546,1,date,1,57,40,692,1,99.57,Drinkware,26 oz Double Wall Insulated Bottle,GGOEGDHQ015399,20.656666,1,20.656666,Not Socially Engaged
,9320164337521602239,1496612546,1,date,1,57,40,692,1,99.57,Apparel,Google Women's Quilted Insulated Vest Black,GGOEGATB060416,60.656666,1,60.656666,Not Socially Engaged
,9705228674184876468,1496624264,2,date,1,58,47,1625,1,641.0,Office,Color Changing Grip Pen,GGOEGOAR021999,1.20375,400,481.5,Not Socially Engaged
,9705228674184876468,1496624264,2,date,1,58,47,1625,1,641.0,Office,Maze Pen,GGOEGGOA017399,0.7975,200,159.5,Not Socially Engaged
,0312226371899637611,1499206032,6,date,1,16,16,594,1,64.99,Apparel,YouTube Men's Fleece Hoodie Black,GGOEYAFB073113,64.99,1,64.99,Not Socially Engaged
,0142116411233847758,1499213904,1,date,1,29,24,826,1,71.53,Apparel,Google Men's Vintage Badge Tee Black,GGOEGAAB033814,13.79,1,13.79,Not Socially Engaged
,0142116411233847758,1499213904,1,date,1,29,24,826,1,71.53,Apparel,Google Men's Vintage Badge Tee Black,GGOEGAAB033815,13.79,1,13.79,Not Socially Engaged
,0142116411233847758,1499213904,1,date,1,29,24,826,1,71.53,Lifestyle,Seat Pack Organizer,GGOEGCNB021099,12.49,1,12.49,Not Socially Engaged
,0142116411233847758,1499213904,1,date,1,29,24,826,1,71.53,${productitem.product.origCatName},Compact Selfie Stick,GGOEGFQB013799,9.24,2,18.48,Not Socially Engaged
,0142116411233847758,1499213904,1,date,1,29,24,826,1,71.53,Electronics,Google Car Clip Phone Holder,GGOEGCBB074199,7.49,1,7.49,Not Socially Engaged
,0142116411233847758,1499213904,1,date,1,29,24,826,1,71.53,Electronics,Google Device Stand,GGOEGCBC074299,5.49,1,5.49,Not Socially Engaged
,0862593861789084986,1499202413,2,date,1,31,21,308,1,69.14,Drinkware,Red Shine 15 oz Mug,GGOEGDWR015799,10.89,4,43.56,Not Socially Engaged
,0862593861789084986,1499202413,2,date,1,31,21,308,1,69.14,Bags,Suitcase Organizer Cubes,GGOEGCMB020932,19.59,1,19.59,Not Socially Engaged
,0862593861789084986,1499202413,2,date,1,31,21,308,1,69.14,Bags,Sport Bag,GGOEGBMJ013399,5.99,1,5.99,Not Socially Engaged
,5155886278275887447,1499180756,2,date,1,46,34,1799,1,59.54,Office,Google Doodle Decal,GGOEGFKQ020799,3.723333,1,3.723333,Not Socially Engaged
,5155886278275887447,1499180756,2,date,1,46,34,1799,1,59.54,Office,8 pc Android Sticker Sheet,GGOEAFKQ020499,2.923333,1,2.923333,Not Socially Engaged
,5155886278275887447,1499180756,2,date,1,46,34,1799,1,59.54,Apparel,Google Twill Cap,GGOEGHPB071610,10.123333,1,10.123333,Not Socially Engaged
,5155886278275887447,1499180756,2,date,1,46,34,1799,1,59.54,Apparel,YouTube Twill Cap,GGOEYHPB072210,10.123333,1,10.123333,Not Socially Engaged
,5155886278275887447,1499180756,2,date,1,46,34,1799,1,59.54,Headgear,Android Wool Heather Cap Heather/Black,GGOEAHPA004110,15.323333,1,15.323333,Not Socially Engaged
,5155886278275887447,1499180756,2,date,1,46,34,1799,1,59.54,Bags,Google Zipper-front Sports Bag,GGOEGBMB073799,17.323333,1,17.323333,Not Socially Engaged
,4377378313866337368,1499201411,1,date,1,55,41,1129,1,47.96,Apparel,Android BTTF Moonshot Graphic Tee,GGOEAAAB034917,20.49,1,20.49,Not Socially Engaged
,4377378313866337368,1499201411,1,date,1,55,41,1129,1,47.96,Apparel,Google Men's Bike Short Sleeve Tee Charcoal,GGOEGAAJ080617,20.49,1,20.49,Not Socially Engaged
,4377378313866337368,1499201411,1,date,1,55,41,1129,1,47.96,Bottles,22 oz Android Bottle,GGOEADHH055999,3.49,1,3.49,Not Socially Engaged
